metric,value,skript,data_sha,seed,datum
predikce_glm_5_3_few_shot_konsenzus_kappa,0.3441,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_kappa_valid,0.3502,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_recall_neu,0.7662,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_recall_ku,0.7222,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_recall_du,0.4098,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_acc_ci_lo,0.5133,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_acc_ci_hi,0.6016,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_bal_acc_ci_lo,0.5893,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_bal_acc_ci_hi,0.6742,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_macro_f1_ci_lo,0.5406,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_macro_f1_ci_hi,0.6241,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_kappa_ci_lo,0.2822,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_kappa_ci_hi,0.4022,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_podil_pred_neu,0.193,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_podil_pred_ku,0.5691,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
